sample_id,age_group,skin_type,face_shape,mood_label,eye_openness,blink_rate_per_min,skin_hydration_score,skin_shine_score,redness_score,under_eye_darkness_score,pigmentation_score,lip_brightness_score,skin_texture_score,facial_symmetry_score,primary_beauty_concern,energy_score,skin_appearance_score,mood_confidence,skin_confidence,wellness_note_type
FS_0959,46-60,oily,oval,calm,0.84,14.2,75.9,73.1,8.8,24.1,45.2,93.6,61.0,92.9,none,79.5,75.3,0.948,0.72,general_skincare
FS_0960,46-60,dry,heart,calm,0.939,19.1,69.5,57.1,11.5,23.0,14.4,53.7,67.0,80.5,dark_circles,88.3,74.3,0.738,0.75,hydration_tip
FS_0961,36-45,normal,oblong,happy,0.636,21.9,60.5,36.7,52.2,46.2,44.1,56.7,48.6,79.2,dark_lips,72.5,60.3,0.929,0.733,general_skincare
FS_0962,18-25,oily,round,neutral,0.582,14.9,40.7,76.5,18.4,50.6,34.6,93.6,75.1,82.7,dark_circles,67.7,63.2,0.937,0.849,general_skincare
FS_0963,46-60,dry,oblong,neutral,0.603,10.5,20.6,25.1,50.6,11.2,65.7,85.2,33.1,68.2,dullness,70.7,47.1,0.738,0.763,hydration_tip
FS_0964,18-25,oily,square,neutral,0.757,12.4,40.3,83.6,25.3,43.0,14.1,71.8,54.6,80.2,none,77.5,56.8,0.871,0.754,general_skincare
FS_0965,18-25,dry,oval,sleepy,0.366,20.7,33.7,29.6,40.8,58.2,6.3,71.1,64.1,78.7,none,36.0,53.7,0.865,0.747,hydration_tip
FS_0966,36-45,normal,heart,calm,0.59,21.2,69.0,29.0,32.5,35.2,18.4,83.2,61.3,83.7,redness_flush,79.3,67.1,0.84,0.919,general_skincare
FS_0967,26-35,dry,oval,calm,0.967,19.8,31.1,47.2,39.0,11.2,28.1,76.7,36.9,84.4,dryness,93.0,57.0,0.728,0.717,hydration_tip
FS_0968,26-35,normal,heart,happy,0.599,19.7,50.3,45.3,33.7,46.6,26.6,78.9,69.6,77.7,sun_damage,71.7,67.6,0.759,0.918,general_skincare
FS_0969,36-45,normal,oval,calm,0.77,17.6,72.0,47.5,30.7,36.1,47.5,90.5,72.7,68.1,none,73.5,74.2,0.936,0.852,general_skincare
FS_0970,46-60,oily,heart,tired,0.54,22.2,58.7,64.9,28.9,45.7,35.1,77.9,53.0,72.9,sun_damage,58.1,57.9,0.933,0.876,general_skincare
FS_0971,46-60,normal,round,stressed,0.584,23.2,52.6,61.1,57.0,51.4,44.5,74.2,68.0,89.9,dryness,47.9,58.0,0.929,0.802,sun_or_stress_tip
FS_0972,46-60,dry,square,neutral,0.654,18.9,39.6,9.7,42.9,8.7,44.0,100.0,59.5,71.8,pigmentation,77.6,62.6,0.819,0.882,hydration_tip
FS_0973,26-35,normal,round,stressed,0.653,21.6,73.2,69.8,54.2,40.8,24.5,60.9,81.6,72.2,none,58.5,69.4,0.906,0.803,general_skincare
FS_0974,36-45,oily,square,calm,0.623,13.3,69.1,54.8,0.0,31.6,37.7,83.7,56.7,67.4,none,80.3,70.8,0.758,0.727,general_skincare
FS_0975,18-25,oily,heart,neutral,0.706,21.6,76.4,94.0,18.0,50.1,32.6,60.9,57.6,74.6,none,66.7,67.5,0.884,0.912,general_skincare
FS_0976,36-45,normal,oblong,stressed,0.586,26.9,59.1,39.1,58.2,85.9,44.3,85.4,50.8,79.3,dullness,58.4,56.7,0.946,0.879,sun_or_stress_tip
FS_0977,26-35,normal,round,neutral,0.518,17.9,73.1,50.1,19.7,25.1,31.8,60.5,60.9,76.7,dark_lips,52.6,73.1,0.849,0.784,general_skincare
FS_0978,36-45,oily,heart,stressed,0.695,27.9,61.1,53.7,59.6,39.3,7.0,78.1,80.7,89.6,sun_damage,53.0,64.4,0.861,0.843,sun_or_stress_tip
FS_0979,46-60,oily,oblong,stressed,0.608,22.9,56.3,66.1,71.0,52.8,38.6,67.9,61.2,62.0,dark_lips,53.0,54.5,0.963,0.923,sun_or_stress_tip
FS_0980,46-60,oily,round,calm,0.791,9.7,65.4,84.7,13.3,50.8,32.7,63.9,60.9,82.0,none,84.3,66.4,0.76,0.902,general_skincare
FS_0981,26-35,dry,square,tired,0.212,20.1,27.9,17.4,60.6,71.2,10.5,61.7,41.3,77.6,redness_flush,33.8,51.4,0.946,0.724,hydration_tip
FS_0982,26-35,oily,oval,tired,0.316,21.6,51.3,71.6,26.6,90.1,25.6,48.7,79.0,74.9,dryness,37.2,57.9,0.725,0.795,sleep_tip
FS_0983,26-35,normal,square,tired,0.524,21.8,68.9,47.8,21.0,72.7,53.9,79.7,76.1,64.2,sun_damage,51.0,69.6,0.901,0.947,sleep_tip
FS_0984,46-60,normal,oval,calm,0.706,17.1,69.8,45.9,33.1,22.7,54.2,87.4,62.3,76.5,pigmentation,75.4,68.1,0.941,0.728,general_skincare
FS_0985,36-45,oily,square,neutral,0.657,16.5,48.6,77.7,46.1,43.0,8.3,65.2,62.3,78.5,dryness,71.4,60.5,0.867,0.913,general_skincare
FS_0986,18-25,normal,oval,neutral,0.692,9.6,59.3,58.3,46.4,31.2,10.7,80.0,73.8,76.9,none,71.6,68.2,0.872,0.755,general_skincare
FS_0987,46-60,normal,heart,calm,0.664,23.2,89.9,27.0,7.7,35.3,21.9,72.6,70.1,77.6,dullness,63.7,80.6,0.874,0.725,general_skincare
FS_0988,36-45,dry,heart,sad,0.628,20.3,41.5,43.0,19.4,63.4,48.9,58.6,56.7,81.7,none,51.6,55.0,0.735,0.836,hydration_tip
FS_0989,46-60,oily,round,neutral,0.912,20.6,63.4,70.8,31.0,55.6,51.8,82.7,65.7,73.3,none,71.7,66.2,0.949,0.741,general_skincare
FS_0990,46-60,oily,heart,tired,0.523,17.3,42.9,100.0,74.6,60.8,10.6,87.0,74.7,84.9,none,56.3,52.7,0.908,0.793,sun_or_stress_tip
FS_0991,36-45,normal,heart,happy,0.652,18.3,63.7,21.4,54.5,46.2,7.8,80.3,91.3,76.3,none,82.9,69.6,0.84,0.775,general_skincare
FS_0992,36-45,oily,round,calm,0.752,16.1,62.9,73.7,11.8,43.8,19.7,63.1,70.2,82.4,dark_lips,84.8,68.0,0.811,0.728,general_skincare
FS_0993,46-60,oily,square,sleepy,0.427,23.9,53.9,53.1,40.3,79.4,54.3,65.3,60.7,69.8,dryness,43.7,45.6,0.9,0.819,sleep_tip
FS_0994,18-25,normal,oblong,tired,0.747,21.3,71.2,54.2,39.8,72.5,25.7,76.7,42.0,73.7,dullness,53.1,57.2,0.819,0.844,sleep_tip
FS_0995,18-25,dry,square,happy,0.941,18.6,39.5,5.6,30.3,32.1,43.9,49.4,45.1,73.3,sun_damage,84.4,50.5,0.818,0.837,hydration_tip
FS_0996,46-60,normal,oblong,stressed,0.842,23.1,52.3,65.0,37.8,59.6,34.0,71.1,87.2,70.9,pigmentation,61.7,57.8,0.825,0.759,general_skincare
FS_0997,26-35,oily,oblong,neutral,0.81,17.3,68.8,68.6,34.3,31.4,15.7,37.4,82.9,93.7,dullness,68.9,68.1,0.836,0.931,general_skincare
FS_0998,36-45,oily,oval,happy,0.679,14.4,49.6,62.3,31.3,23.8,24.7,72.1,62.0,88.4,none,78.2,61.5,0.785,0.808,general_skincare
FS_0999,36-45,oily,heart,calm,0.644,20.8,55.0,46.7,43.2,23.1,0.0,65.6,77.3,81.6,dark_circles,69.5,67.2,0.731,0.708,general_skincare
FS_1000,18-25,normal,heart,neutral,0.652,19.9,51.8,58.3,37.7,16.3,21.5,78.9,43.3,68.7,dark_circles,69.3,57.7,0.837,0.725,general_skincare
